embedding_size,algorithm,n_clusters,noise_points,silhouette,calinski,davies,ari,nmi,homogeneity,completeness,v_measure,precision,recall,f1,total_points,noise_percentage,clustered_points,clustered_percentage
50,"DBSCAN (euclidean, eps=2.0, min_samples=4)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=2.0, min_samples=5)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=2.5, min_samples=2)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=2.5, min_samples=3)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=2.5, min_samples=4)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=2.5, min_samples=5)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=3.0, min_samples=2)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=3.0, min_samples=3)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=3.0, min_samples=4)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
50,"DBSCAN (euclidean, eps=3.0, min_samples=5)",5,0,0.9378151796886294,159823.10087862017,0.16489284695775897,0.1468603648977403,0.38133695442876775,0.25780066179658295,0.7322040823716729,0.38133695442876775,0.43110238745179597,0.6833621305319418,0.5286826834100513,683,0.0,683,100.0
100,K-means++ (n=10),10,0,0.6296839029925064,1580128.0441106777,0.3784061518842249,0.1510636584041971,0.36810663331794835,0.28533057579326004,0.5185373228686222,0.36810663331794835,0.5099995128222052,0.40502042311372727,0.45148790831483515,683,0.0,683,100.0
100,K-means++ (n=15),15,0,0.5402880621836286,2175492.3299571937,0.47761483404469945,0.13754757914361015,0.36742262167554396,0.31347640368616936,0.4437954751450555,0.36742262167554396,0.38558875364748463,0.28868675827557555,0.330174729319589,683,0.0,683,100.0
100,K-means++ (n=20),20,0,0.5443760978636049,3385764.4620393277,0.3894197601869312,0.13122787723808357,0.36449879983548084,0.3250582114617943,0.41483199346541033,0.3644987998354808,0.3462767270375824,0.21897313913681654,0.26828949980165856,683,0.0,683,100.0
100,K-means++ (n=25),25,0,0.5284403809433127,4430603.9201606475,0.4448537144487792,0.11596992460396761,0.3747340444164249,0.35473919994443426,0.39711754040067077,0.3747340444164249,0.279445256350485,0.20595526139519166,0.23713703926234878,683,0.0,683,100.0
100,K-means++ (n=30),30,0,0.5051017366935592,4953441.504857474,0.5274188220817767,0.12351182540310278,0.3905826897947419,0.3878844934538353,0.3933186873946687,0.3905826897947419,0.23234327279945613,0.20056659599075696,0.21528869026231937,683,0.0,683,100.0
100,K-means++ (n=35),35,0,0.509282657315725,5192973.526232582,0.5128395803314587,0.12362860227290895,0.40243501392600717,0.40202958968867825,0.4028412566838653,0.40243501392600717,0.25558679562687425,0.1744633698703827,0.20737363794699756,683,0.0,683,100.0
100,"Hierarchical (ward, n=10)",10,0,0.6277793856468126,1575408.1568048608,0.37883011035400754,0.15090197755547874,0.3679861648628862,0.2852161420328272,0.5184371756641369,0.3679861648628862,0.5100695226556617,0.40502042311372727,0.4515153397510395,683,0.0,683,100.0
100,"Hierarchical (complete, n=10)",10,0,0.8103323708621201,750001.7304041688,0.21176008578868713,0.14958056942865303,0.39433169208470625,0.27005421837815735,0.730507030648571,0.39433169208470625,0.5696503565919886,0.392276303361209,0.4646099238026571,683,0.0,683,100.0
100,"Hierarchical (average, n=10)",10,0,0.8102077667559925,743826.5398435512,0.14271347652927763,0.1495209047625398,0.39277047119930925,0.2687237464109637,0.7295336281914252,0.39277047119930925,0.6185634000702495,0.39021710130200693,0.4785461586907803,683,0.0,683,100.0
100,"Hierarchical (single, n=10)",10,0,0.8102077667559925,743826.5398435512,0.14271347652927757,0.1495209047625398,0.39277047119930925,0.2687237464109637,0.7295336281914252,0.39277047119930925,0.6185634000702495,0.39021710130200693,0.4785461586907803,683,0.0,683,100.0
100,"Hierarchical (ward, n=15)",15,0,0.5980117058244384,2144539.8658764306,0.4343568715801975,0.1188423073972651,0.37280150745745255,0.3132312157493648,0.46035103694210255,0.37280150745745266,0.37442047760950997,0.2764450206707455,0.31805857568361245,683,0.0,683,100.0
100,"Hierarchical (complete, n=15)",15,0,0.6230549115324246,1609591.3363339438,0.2966383723804897,0.14777076070718856,0.37258963486685076,0.2925747728349438,0.5128451897161129,0.3725896348668507,0.47161343182856014,0.2570565649521011,0.332746865677835,683,0.0,683,100.0
100,"Hierarchical (average, n=15)",15,0,0.6275722971893448,1191366.6388294988,0.2362242150055835,0.18041960760581782,0.38989501465705023,0.2953011803120418,0.5736534329187892,0.38989501465705023,0.5449947539599184,0.2626260301945223,0.35444805660663425,683,0.0,683,100.0
100,"Hierarchical (single, n=15)",15,0,0.8069641690142295,542793.0874644284,0.1829517736281786,0.14741929637119477,0.4004157411421231,0.27821446298849173,0.7140515111713979,0.400415741142123,0.5519891266168813,0.24730290935951313,0.3415735696163071,683,0.0,683,100.0
100,"Hierarchical (ward, n=20)",20,0,0.5466662605569135,3236904.2919086865,0.44633761753194523,0.13825236737671745,0.3699131186327442,0.3357024167908402,0.4118876963125887,0.36991311863274423,0.36091637484789074,0.2396923639048218,0.28807073050220083,683,0.0,683,100.0
100,"Hierarchical (complete, n=20)",20,0,0.5522180849983835,2207166.853643582,0.3892276053381339,0.14491934974413168,0.3844805044608504,0.32283481349218274,0.4752253491637043,0.38448050446085047,0.3662835677902443,0.2312167049963511,0.2834839865220154,683,0.0,683,100.0
100,"Hierarchical (average, n=20)",20,0,0.5834050972508681,1742973.4559372745,0.31317730280183287,0.1523116713053763,0.38822210622771286,0.31500266158239487,0.5057877808726424,0.38822210622771286,0.3964808476492868,0.20886477528642738,0.27359868482417293,683,0.0,683,100.0
100,"Hierarchical (single, n=20)",20,0,0.39213114582979847,407058.6349910916,0.3119275451588693,0.14900734492688142,0.4072305628012389,0.2857390154172993,0.7084532958463927,0.4072305628012389,0.5046151338662318,0.19858386700131986,0.28500730094017684,683,0.0,683,100.0
100,"Hierarchical (ward, n=25)",25,0,0.523470808574815,4180121.0440045116,0.4252930837118504,0.11658581804244864,0.374655025529332,0.35471019873832443,0.3969764190088792,0.37465502552933194,0.2818138966446564,0.22009402834512673,0.24715910097423632,683,0.0,683,100.0
100,"Hierarchical (complete, n=25)",25,0,0.47910137686585835,3436977.9790343726,0.44647748333463594,0.12231467821445302,0.3717330090039477,0.3406710895189694,0.40902757878145674,0.37173300900394773,0.3372215278242752,0.20206779951949622,0.25270892125264255,683,0.0,683,100.0
100,"Hierarchical (average, n=25)",25,0,0.5825611954190549,2039209.693589829,0.3523754799102082,0.12147642012483388,0.3909635087650854,0.3335306451703131,0.4722903261748631,0.3909635087650854,0.34794267703204923,0.18351078344621832,0.24028908645759733,683,0.0,683,100.0
100,"Hierarchical (single, n=25)",25,0,0.31814327287990907,336623.89981671923,0.3404263668396578,0.15065974197180185,0.4130952821072502,0.2936362439157005,0.6964157365652965,0.4130952821072502,0.48110275165447575,0.17870783434179657,0.26061064392966954,683,0.0,683,100.0
100,"Hierarchical (ward, n=30)",30,0,0.5039014136681575,4766156.880489248,0.5304606244498512,0.12290564458300975,0.39064315505816544,0.38403160149289134,0.3974863478317249,0.3906431550581654,0.24302523599778308,0.1920431266019688,0.21454709271577918,683,0.0,683,100.0
